geo_type,region,transportation_type,alternative_name,sub-region,country,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020
sub-region,Alsace Region,driving,,,France,100,100.48,107.45,102.21,109.56,113.91,89.65,98.28,96.93,100.62,100.01,107.67,109.71,88.49,95.63,95.54,103.69,106.7,114.59,116.15,91.26,99.11,98.09,108.71,104.63,110.85,120.65,94.61,100.3,104.09,108.44,111.03,126.64,130.44,102.02,107.51,106.01,104.55,108.73,120.49,122.91,95.86,105.31,103.78,102.07,103.78,110.8,108.93,89.71,96.57,97.92,102.22,102.03,107.54,101.4,83.04,89.09,87.39,90.75,89.06,84.51,73.74,54.61,58.65,34.23,25.76,24.65,22.02,16.29,15.98,23.29,23.81,23.81,24.21,23.75,19.78,17.9,25.19,25.81,26.03,26.95,26.78,21,20.18,28.61,29.64,31.31,29.95,21.82,23.43,17.76,22.43,35.13,34.61,35.65,33.97,25.93,25.77,36.14,38.05,38.42,38.86,35.7,27.18,28.01,38.42,45.13,44.56,41.35,29.04,32.88,33.26,45.94,48.22,49.56,49.76,37.53,40.11,46.57,,,76.38,77.96,83.54,75.67,73.29,86.14,90.79,93.77,84.06,94.3,77.49,82.04,92.22,96.24,96.98,97.87,102.98,98.72
sub-region,Amapá,driving,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Amazonas,driving,,,Brazil,100,103.44,111.98,100.91,119.03,132.06,88.45,102.75,101.46,115.52,110.9,120.22,132.73,93.07,96.87,105.71,102.46,105.38,127.83,134.54,93.88,102.68,111.86,114.03,115.23,132.58,141.45,86.35,109.06,105.95,111.95,109.75,140.02,148.65,98.21,113.01,113.22,113.01,113.48,141.55,141.5,107.6,112.17,103.23,83.62,104.3,123.02,131.99,87.4,106.93,114.25,107.67,131.03,141.26,163.81,104.3,110.52,118.38,113.96,112.79,129.57,135.38,86.71,98.47,97.25,86.4,77.62,92.02,85.44,48.63,57.57,55.49,56.73,63.28,79.56,84.89,53.72,70.33,70.33,85.75,81.45,94.1,92.68,55.87,70.86,81.33,75.62,87.35,74.23,102.08,64.33,74.11,77.55,79.78,80.49,92.18,85.23,54.72,75.16,68.75,80.3,80.99,90.01,86.73,60.91,79.08,77.6,91.75,100.72,96.13,103.75,64.16,91.08,95.72,113.36,110.61,134.21,143.61,93.9,,,103.8,106.48,126.27,125.13,83.5,98.71,106.93,108.58,112.12,130.62,133.09,83.15,112.02,113.24,125.1,132.92,154.03,155.89
sub-region,Amnat Charoen Province,driving,อำนาจเจริญ|จังหวัดอำนาจเจริญ|จ.อำนาจเจริญ,,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Andalusia,driving,Andalucía,,Spain,100,99.98,101.18,107.54,125.65,126.31,110.46,104.19,102.17,101.86,109.48,127.44,130.51,121.12,107.91,107.39,108.07,115.12,137.51,143.88,129.06,110.8,111.79,113.71,117.09,142.26,148.91,135.62,115.47,116.38,118.75,131.36,165.5,167.31,147.17,123.45,126.94,139.19,136.02,167.22,173.83,152.73,132.58,134.59,129.61,155.77,172.01,156.15,143.5,121.81,115.9,118.65,124.56,150.31,152.29,132.11,111.21,108.14,104.33,94.28,86.21,50.99,27.98,24.8,20.81,19.18,18.05,17.94,12.41,11.5,16.69,17.32,16.16,16.86,16.78,12.49,11.65,15.29,15.42,15.99,15.56,16.14,12.35,11.5,17.69,18.36,18.19,13.09,12.85,14.12,13.92,21.35,21.33,20.8,21.63,21.64,16.77,15.66,23.51,22.69,24.3,26.69,25.56,22.39,22.68,26.86,27.99,29.39,33.5,28.58,31.56,32.26,35.15,36.64,36.56,36.04,35.47,26.6,26.47,,,42.22,40.53,43.39,36.63,35.47,51.53,52.17,53.7,55.25,59.85,53.74,47.85,59.42,62.33,62.35,63.44,69.1,62.87
sub-region,Ang Thong Province,driving,อ่างทอง|จังหวัดอ่างทอง|จ.อ่างทอง,,Thailand,100,91.51,106.49,103.2,203.3,243.36,148.95,105.89,94.31,89.31,115.38,221.58,237.56,150.05,96.4,92.81,93.71,107.19,158.64,196.7,133.27,107.59,105.49,96.9,108.69,257.24,260.84,193.21,142.66,100.3,95.1,96.7,174.83,197.7,136.66,98,89.71,94.41,101.8,178.42,207.89,122.78,101.3,84.72,96.9,104.7,198.3,199.9,133.47,85.01,85.81,101.2,115.38,229.37,182.22,130.87,83.52,89.71,84.42,95.7,157.94,183.82,112.19,80.12,84.72,92.21,87.51,124.08,155.04,88.51,73.03,78.32,72.63,49.15,48.75,59.84,48.65,43.46,45.35,46.05,68.83,53.15,55.14,42.86,45.45,49.95,49.75,51.75,53.45,51.05,51.65,50.65,42.76,54.35,55.54,57.94,72.53,60.44,53.75,51.75,53.25,53.85,63.54,75.72,73.83,56.94,68.53,68.93,89.21,96,103.6,83.32,72.53,98.2,73.43,76.12,76.52,133.17,89.31,,,99.8,84.32,115.88,115.08,90.41,81.22,104.3,83.32,94.71,143.86,148.65,117.48,98.9,96.7,108.99,108.99,158.74,202.7
sub-region,Antofagasta Region,driving,Región de Antofagasta,,Chile,100,101.46,110.43,108.15,122.89,120.34,84.04,105.75,112.74,110.15,105.01,126.09,118.85,93.56,121.27,112.58,115.99,107.76,161.89,116.95,101.65,108.64,106.71,115.24,108.53,133.87,115.02,98.79,115.77,111.5,120.31,130.93,157.1,133.16,99.61,107.1,106.6,124.22,111.92,134.76,122.26,94.63,104.18,108.7,108.75,119.98,141.94,137.59,100.47,104.02,110.54,109.74,117.89,132.11,136.21,97.17,93.92,98.98,98.76,101.65,118.52,129.39,84.78,93.37,71.13,71.57,61.28,60.59,56.74,36.32,52.01,56.6,56.27,50.11,61.28,51.18,47.74,51.68,62.88,58.92,57.29,69.68,61.2,48.51,57.93,65.27,72.12,79.53,69.18,74.85,60.18,72.67,71.3,74.44,67.69,84.45,70.83,57.13,73.53,74.57,82.31,74.05,94.96,80.21,72.4,68.79,80.32,87.2,100.52,88.5,94.69,70.89,111.12,144,53.36,57.98,66.24,83.3,102.83,,,65.33,72.54,86.08,85.64,62.71,71.9,70.17,74.66,70.42,79.61,71.27,57.98,71.49,78.48,84.34,64.5,78.37,116.21
sub-region,Antwerp Province,driving,Provincie Antwerpen|Province d'Anvers,,Belgium,100,103.57,114.31,109.01,116.76,116.61,101.2,104.64,110.81,110.33,115.72,115.62,121.33,102.77,108.21,112.98,114.82,117.3,129.44,122.98,103.14,106.93,117.63,112.64,114.45,123.39,124.9,94.53,109,109.42,115.21,123.6,130.59,130.38,106.83,116.5,121.62,122.42,122.82,131.57,118.78,100.71,121.28,117.37,126.19,120.18,124.89,115.79,103.23,110.69,108.46,123,123.37,131.71,126.76,104.19,106.51,109.74,109.04,90.78,81.46,60.95,55.15,57.75,55.2,43.25,38.64,36.97,32.18,34.41,37.44,40.97,40.88,41.29,42.32,37.43,31.61,37.59,40.43,41.32,40.09,41.92,39.4,42.8,44.74,47.09,49.59,49.23,52.9,48.84,40.3,39.48,46.16,50.63,53.06,51.73,41.88,48.03,49.66,51.54,54.97,54.46,51.81,49.13,52.44,53.31,52.13,55.64,55.96,47.08,50.7,58.52,61.24,61.19,66.17,65.62,67.66,65.23,64.54,,,76.6,79.08,77.74,75.28,74.54,82.62,89.86,88.17,77.92,86.08,79.48,78.87,91.95,93.59,97.05,97.64,99.87,87.82
sub-region,Aomori Prefecture,driving,青森県,,Japan,100,101.74,103.34,107.79,119.18,126,102.37,97.34,101.26,100.54,102.92,131.76,133.82,102.98,103.42,104.57,103.44,103.23,125.4,133.83,100.52,97.12,95.67,100.44,101.62,125.76,136.97,109.2,115.42,109.36,111.6,117.87,132.29,129.83,111.5,110.49,108.03,109.79,116.09,140.43,153.71,133.91,118.29,106.37,109.08,104.88,104.83,113.43,106.13,100.44,107.28,110.22,110.49,126.66,129.71,116.23,122.11,115.21,124.97,122.24,136.81,140.89,124.26,123.14,130.2,137.21,140.74,148.46,146.29,133.85,127.39,136,132.86,133.06,139.79,130.61,134.67,127.48,122.18,115.61,116.09,116.54,102.31,96.71,99.51,105.77,93.81,90.68,95.09,81.08,89.07,92.79,89.27,94.06,91.61,90.67,75.88,82.87,79.64,80.92,79.73,84.47,86.38,77.5,84.73,86.73,84.7,88.23,88.35,94.51,102.27,93.26,95.5,85.06,84.22,87.51,97.45,85.25,82.05,,,88.05,87.99,104.38,105.44,90.1,83.25,80.89,86.6,87.61,115.96,124.27,98.41,100.86,97.35,96.03,104.94,139.35,151.54
sub-region,Apulia Region,driving,Puglia,,Italy,100,99.47,99.48,104.29,108.92,123.83,109.36,101.73,104.07,104.49,105.34,107.89,124.39,100.56,99.94,103.71,106.32,103.01,106.33,122.54,107.97,101.69,98.73,98.11,99.8,108.79,119.32,106.43,101.83,106.58,109.23,111.88,126.36,137.55,124.21,108.7,111.97,111.05,115.11,123.56,131.06,122.57,113.1,105.44,102.44,97.95,104.54,118.37,100.03,95.48,96.09,91.95,91.55,89.55,85.91,63.84,64.34,40.4,36,27.96,26.34,25.84,19.37,23.7,23.7,22.88,26.89,24.02,23.22,15.38,21.39,20.96,21.35,20.05,21.9,21.96,15.42,22.47,21.91,22.13,23.99,23.13,24.66,16.58,23.96,25.42,26.5,27.69,29.52,30.11,14.16,16.05,25.53,27.92,27.6,29.14,29.85,22.6,26.77,28.47,29.49,30.97,30.47,28.36,26.99,29.93,32.58,33.42,33.75,26.34,34.43,30.82,52.58,52.6,51.66,53.45,53.53,56.7,45.63,,,59.05,56.9,56.64,59.49,52.28,72.1,72.22,73.32,77.16,80.51,89.73,85.1,79.47,81.08,82.31,84.33,85.5,82.81
sub-region,Aquitaine Region,driving,,,France,100,101.44,106.45,107.41,110.6,110.79,93.08,97.7,98.24,105.26,105.08,114.3,109.21,91.31,97.97,99.98,106.44,105.05,111.07,113.25,101.38,101.57,99.31,104.25,105.93,114.64,120.83,97.04,103.75,104.79,109.57,111.04,125.76,136.34,112.57,111.14,113.39,118.8,120.12,129.46,128.05,105.6,109.45,106.59,106.17,106.8,109.82,107.13,88.88,95.24,97.62,101.91,100.93,108.8,103.17,87.84,96.41,99.4,101.27,94.14,90.51,78.82,60.95,58.29,35.05,25.48,24.62,24.2,19.24,17.72,25.21,25.88,25.95,24.99,24.46,21.16,19.33,25.39,26.9,27.34,27.79,27,22.97,22.46,29.16,30.5,30.36,30.5,31.53,24.86,20.43,26.32,35.66,36.33,35.95,35.13,27.53,27.1,37.46,37.55,38.62,39.5,38.12,30.75,31.24,40.48,57.35,51.96,48.48,37.11,39.04,39.07,49.7,52.7,54.72,54.97,45.63,46.53,51.4,,,87.62,87.46,92.11,85.98,81.73,96.91,104.33,111.17,100.06,106.09,91.75,95.01,108.41,111.24,116.88,117.61,122.71,115.45
sub-region,Aragon,driving,Aragón,,Spain,100,103.41,100.39,105.34,140.47,133.96,120.69,111.77,120.12,131.93,130.15,153.54,157.01,153.88,113.35,119.18,111.68,124.12,159.58,156.92,159.29,111.77,109.59,116.15,116.53,170.47,158.13,153.86,114.92,115.55,115.64,126.96,173.31,167.15,161.32,114.33,113.58,117.53,129.1,184.82,179.77,173.46,133.15,137.6,143.08,165.76,195.82,177.99,145.23,127.94,116.31,129.61,126.07,151.15,147.64,142.89,102.91,107.4,97.24,88.68,90.17,49.01,27.39,29.12,26.84,24.61,23.91,23.91,15.69,14.26,24.08,23.73,22.31,22.53,22.44,17.27,15.93,19.97,20.3,23.76,22.45,21.13,13.44,15.12,22.79,24.5,24.74,15.96,16.96,16.26,16.92,26.97,26.67,28.76,26.9,28.14,16.85,19.41,30.68,28.69,30.5,24.02,32.72,31.02,25.14,33.05,37.54,37.53,43.41,35.32,40.55,39.03,45.66,46.07,44.34,47.23,44.38,33.21,31.23,,,60.16,55.44,54.64,47.83,48.77,64.38,64.56,65.96,65.71,72.81,64.42,60.28,73.51,78.53,77.7,80.38,87.12,84.93
sub-region,Araucanía Region,driving,Región de la Araucanía,,Chile,100,95.16,90.97,99.93,113.68,127.46,108.49,112.72,103.5,122.2,119.5,126.97,131.6,114.08,116.22,114.25,108.27,121.75,149.37,165.25,150.94,188.54,159.99,174.52,183.95,219.36,229.68,187.97,219.36,195.94,179.62,204.23,204.84,207.87,181.87,200.55,166.39,173.13,173.95,179.15,159.14,136.44,137.58,109.08,104.94,98.54,108.7,104.37,83.67,85.14,74.1,72.94,64.76,79.16,73.32,55.57,66.72,62.45,62.06,55.19,79.88,63.58,42.61,42.78,35.59,25.97,24.89,23.73,18.72,13.71,15.77,17.06,15.46,19.95,20.71,16.12,8.48,13.57,14.51,12.69,16.68,15.79,14.56,11.79,18.27,19.45,22.41,20.09,12.72,11.94,10.23,21.01,18.89,20.44,20.35,26.73,19.21,14.65,22.19,20.92,22.15,21.82,29.28,18.91,15.5,21.03,23.31,22.78,25.26,23.75,25.07,16.55,24.11,29.59,30.21,28.17,35.85,39.02,34.34,,,27.8,29.57,33.63,27.04,19.62,28.1,26.52,31.32,24.75,33.78,31.11,21.3,30.47,28.41,28.01,30.46,32.24,32.1
sub-region,Arica and Parinacota Region,driving,Región de Arica y Parinacota,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Arizona,driving,,,United States,100,104.06,106.9,111.45,129.15,124.63,91.76,102.98,103.8,105,108.99,123.39,118.69,83.08,100.67,105.22,107.72,114.04,129.78,122.68,81.91,102.53,106.31,105.73,111.19,130.39,128.05,90.51,104,106.8,112.99,122.15,143.8,130.54,100.38,112.58,112.31,117.05,121.7,138.9,131.76,104.95,115.16,117.05,117.74,123.17,139.76,144.6,103.5,113.16,116.05,119.27,125.91,144.49,136.64,102.42,116.4,114.82,113.16,110.59,120.62,113.76,85.38,94.73,88.27,75.71,76.44,80.42,70.35,51.77,64.11,63.48,62.87,62.83,68.31,62.77,48.89,59.53,58.64,55.66,57.09,64.52,56.58,44.47,55.74,57.27,57.05,59.81,67.34,58.92,39.08,58.1,60.25,65.15,66.07,74.91,69.2,54.55,66.37,65.41,67.08,70.15,78.6,73.7,57.21,68.56,69.72,71.36,74.91,86.46,82.43,63.34,74.81,77.27,76.81,79.84,92.28,88.21,64.73,,,86.65,90.42,105.59,102.23,82.71,94.07,96.78,98.76,104.29,122.56,113.6,94.35,91.23,101.33,102.94,105.51,118.85,112.7
sub-region,Arkansas,driving,,,United States,100,102.55,101.93,106.38,124.97,124.45,88.02,103.18,100.14,90.55,101.84,122.27,122.81,82.69,97.97,98.5,98.35,104.2,125.55,121.08,85.56,96.9,98.34,92.08,103.24,122.62,123.14,83.08,99.62,103.37,101.89,119.57,145.81,133.39,97.96,106.32,103.31,106.84,113.83,137.15,136.22,90.93,104.05,111.79,113.3,121.56,150.13,152.21,101.54,109.26,117.42,115.8,127.72,156.65,158.27,107.17,109.99,121.35,114.69,116.86,123.98,113.61,83.41,90.28,89.9,85.06,82.46,93.14,78.79,53.24,73.56,73.12,80.01,84.08,87.19,72.26,66.42,70.48,74.04,78.26,78.26,79.09,65.18,55.58,72.26,74.27,79.33,81.45,90.26,73.49,46.44,78.71,81.44,88.89,93.05,97.37,92.46,61.61,91.16,94.73,79.54,93.89,101,95.99,77.81,90.46,88.94,97.65,105.96,120.41,112.81,82.15,99.62,106.02,109.74,110.77,127.22,121.01,85.59,,,117.97,124.36,131.67,119.75,99.19,126.2,130.79,135.07,142.68,162.68,155.95,121.08,115.65,130.57,132.47,137.67,166.7,160.26
sub-region,Asturias,driving,,,Spain,100,103.57,103.52,104.81,120.57,137.18,115.06,99,105.08,112.85,111.46,137.83,159.28,128.82,113.78,104.99,109,111.3,135.67,158.5,145.72,109.56,110.71,113.66,109.77,138.31,153.02,139.66,117.41,116.61,117.3,115.97,158.73,188.85,162.25,116.07,118.05,118.26,124.69,156.16,183.1,169.81,150.37,121.74,119.18,125.27,158.88,171.81,140.15,107.51,113.54,123.07,114.26,140.13,161.59,126.47,108.31,102.26,101.27,81.5,72.3,42.35,20.81,25.44,23.72,22.92,23.06,24.48,15.3,16.4,22.38,20.84,21.3,20.28,22.94,18.65,17.65,18.98,21.48,19.4,20.16,23.58,19.58,16.78,23.84,25.23,24.9,18.22,19.34,21.72,21.18,27.3,28.49,28.18,29.2,30.11,21.54,20.55,30.64,27.94,34.34,33.26,34.53,32.48,30.61,38.61,40.79,40.37,52.57,43.73,49.68,51.33,50.08,55.67,51.58,51.18,44.43,36.84,38.7,,,65.26,58.91,67.33,67.48,67.46,71.34,78.71,83.28,83.6,90.97,77.9,82.67,96.24,100.75,104.57,122.92,121.92,131.55
sub-region,Atacama Region,driving,Región de Atacama,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Auckland Region,driving,,,New Zealand,100,102.61,104.37,109.77,98.73,86.51,100.67,102.71,107.11,109.49,124.11,97.15,81.31,77.68,104.92,106.72,108.34,111.02,100.43,80.26,99.36,109,118.98,82.45,101.78,94.23,88.21,105.05,114.5,120.14,121.05,139.55,112.28,94.9,113.26,117.21,120.9,125.47,132.34,114.56,100.72,107.52,117.68,119.55,118,123.29,107.73,88.01,101.81,109.4,111.22,111.55,121.32,105.65,88.63,101.91,105.61,109.26,109.35,112.6,99.72,80.09,86.65,84.93,84.44,78.76,81.57,66.17,51.26,67.63,61.86,49.06,15.24,14.14,11.7,11.76,14.52,15.39,16.02,15.99,16.23,14.3,12.73,15.4,16.45,17.36,18.14,11.52,15.31,11.74,11.53,15.43,16.01,15.99,16.42,14.57,12.66,16.12,17.04,18.82,18.89,20.35,17.1,16.28,17.32,50.4,48.77,46.25,47.13,41.16,27.04,41.86,42.11,44.79,45.14,49.24,48.02,38.61,44.19,,,68.65,76.45,72.79,60.72,76.98,77.76,79.05,82.86,90.31,83.53,63.33,78.57,81.27,83.45,86.93,111.45,88.8,67.39
sub-region,Australian Capital Territory,driving,ACT,,Australia,100,104.47,105.25,103.56,104.88,83.42,95.72,105.3,112.13,123.57,117.09,109.19,84.36,74.56,103.48,113.22,109.78,115.51,107.74,81.71,103.76,113.24,114.22,114.56,117.21,118.06,87.06,101.6,111.54,112.92,117.06,121.26,122.54,96.87,105.13,112.96,116.18,118.97,120.72,126.97,103.54,106.82,116.79,119.29,121.67,124.78,127.39,103.08,103.52,111.99,109.18,111.75,119.27,118.87,94.07,76.7,105.78,111.87,113.07,115.95,111.3,87.52,87.49,88.4,89.59,90.13,92.81,90.85,67.31,73.24,67.16,66.08,63.8,67.08,54.97,43.57,56.9,62.06,63.16,57.63,64.57,51.27,39.22,62.19,62.93,67.79,72.04,40.98,47.25,37.14,41.21,62.86,68.35,68.87,72.9,64.19,49.03,66.32,68.98,71.34,73.36,76.58,61.11,49.57,53.86,71.51,66.73,65.21,69.71,67.59,56.96,71.72,73.34,75.34,78.72,83.9,80.19,61.59,75.76,,,83.45,86.9,91.05,71.76,79.63,85.87,85.44,87.63,93.9,90.94,78.07,85.37,88.16,91.24,94.05,100.13,102.85,82.22
sub-region,Autonomous Region Aosta Valley,driving,Valle d'Aosta,,Italy,100,95.4,99.38,101.84,141.93,207.83,221.44,101.81,101.78,103.75,105.59,171.75,225.16,248.14,118.35,104.74,101.09,123.97,164.72,223.64,233.38,119.6,105,105,111.05,171.52,256.92,295.33,140.45,119.8,117,146.37,220.78,339.2,368.69,152.09,149.75,152.32,170.04,240.48,315.42,286.09,180.63,162.64,149.39,158.6,197.44,225.35,244.03,101.68,94.74,99.74,115.69,150.18,212.46,186.32,75.8,42.68,26.44,17.49,21.21,17.53,16.05,16.67,16.47,13.35,12.2,10.72,12.99,11.87,12.92,12.17,11.9,10.95,14.01,14.21,11.28,12.63,15.19,13.71,13.02,15.03,13.94,12.3,11.02,16.74,13.32,19.83,19.47,15.36,12.5,13.38,16.31,19.53,16.47,15.62,17.49,15.39,16.67,24.04,22.53,18.88,21.87,19.7,16.8,15.19,19.66,18.02,18.94,16.34,18.45,20.26,23.87,23.81,25.78,25.02,27.82,28.64,27.1,,,26.24,22.62,27.26,30.61,29.43,29.86,32.56,34.76,34.53,34.66,38.38,40.02,38.61,39.79,39.76,38.11,38.18,39.49
sub-region,Autonomous Region Friuli-Venezia Giulia,driving,Friuli venezia Giulia,,Italy,100,103.76,106.21,109.86,115.43,133.4,115.31,104.4,106.84,112.1,109.42,116.81,135.03,108.68,99.08,102.46,109.54,108.09,118.26,135.87,123.58,102.53,102.09,108.24,110.22,122.67,144.99,116.7,103.93,106.09,109.9,113.77,134.58,152.26,131.06,105.56,110.67,114.53,117.87,129.48,141.83,118.94,90.89,88.85,89.29,95.59,102.03,102.74,74.81,85.74,89.21,93.74,90.27,90.82,102.96,104.36,74.02,46.5,39.51,30.52,30.04,24.3,23.14,24.54,26.43,26.76,27.22,27.95,24.04,22.03,24.21,27.83,27.48,27.49,28.56,28.44,24.72,23.52,28.04,28.68,32,33.07,32.67,28.3,28.68,33.34,36.43,40.59,42.43,39.36,22.68,25.95,32.59,35.32,41.75,42.54,41.51,37.11,34.91,39.51,39.87,40.96,46.66,38.59,42.35,39.07,43.98,41.04,42.41,37.84,39.49,46,58.3,58.38,61.56,61.55,65.79,66.5,59.52,,,61.41,64.84,62.32,62.24,68.67,74.03,75.47,82.27,87.52,91.82,96.31,93.09,84.36,86.3,87.42,88.36,96.41,102.74
sub-region,Autonomous Region Sardinia,driving,Sardegna,,Italy,100,100.16,101.92,102.61,108.97,113.63,104.45,99.53,102.27,102.99,101.19,107.76,118.43,106.3,100.33,106.07,108.58,99.77,102.55,115.85,110.01,100.53,100.14,101.81,103.29,107.19,115.66,113.51,104.34,104.37,105.85,106.23,115.68,123.98,116.13,106.07,112.71,109.95,109.96,117.78,123.58,131.93,108.85,110.46,101.17,99.65,104.79,122.92,112.59,95.6,93.93,94.56,89.83,87.11,84.76,78.37,57.29,39.21,33.66,29.53,29.02,26.99,20.46,23.98,23.67,25.84,25.91,26.96,27.58,17.56,21.96,25.68,25.51,25.92,26.05,27.01,18.6,26.4,26.7,27.76,28.55,30.37,28.11,22.66,27.85,30.17,31.53,32.28,38.69,37.16,16.58,19.42,27.15,29.38,32.47,32.82,35.68,24.7,30.05,32.77,33.27,33.88,36.8,32.12,29.7,34.32,36.03,37.69,37.08,27.27,36.66,31.71,52.47,53.92,54.45,53.53,55.99,54.72,47.27,,,57.71,54.58,58.36,54.88,52.7,65.89,68,71.53,77.4,83.75,93.42,87.67,84.36,86.7,85.47,90.9,95.77,107.02
sub-region,Autonomous Region Trentino-Alto Adige/Südtirol,driving,Trentino Alto Adige,,Italy,100,98.7,97.47,104.03,124.31,153.71,151.88,102.31,100.59,111.42,115.74,143.38,174.47,166.74,102.21,101.9,101.47,109.53,138.87,182.35,193.02,111.63,114.3,122.43,110.27,148.83,203.49,185.95,116.77,116.01,126.88,128.74,178.59,254.48,208.5,131.02,126.02,129.73,134.34,205.25,274.44,210.07,141.36,128.13,118.88,120.38,152.77,176.09,137.76,83.98,86.12,86.18,92.51,111.31,131.44,118.82,61.76,54.83,28.11,22.63,17.28,13.94,13.88,14.39,13.87,13.99,14.41,14.67,12.49,11.3,13.89,13.92,13.38,14.26,13.71,13.17,12.77,13.97,14.6,16.63,16.52,16.04,14.42,14.13,15.61,16.96,18.49,19.74,19.12,17.11,11.91,15.97,20.04,20.22,19.94,21.02,19.94,20.58,18.98,21.81,23.28,21.75,22.76,21.61,23.79,22.27,22.28,23.08,22.23,20.64,24.59,26.56,30.39,28.88,31.64,31.61,32.68,31.72,32.58,,,33.91,36.03,34.36,36.58,42.95,38.84,39.64,43.83,46.35,48.16,51.2,61.1,48.42,50.92,52.65,50.63,53.65,56.71
sub-region,Auvergne Region,driving,,,France,100,104.75,103.99,109.26,114.97,113.85,97.25,101.57,98.28,105.8,109.76,122.09,118.66,99.62,100.44,99.61,104.9,102.59,121.41,121.58,102.52,104.17,103.5,107.47,109.74,118.28,128.93,104.27,108.74,105.47,111.29,113.46,136.55,155.88,117.25,118.53,115.81,119.03,121.3,147.1,149.81,122.35,120.61,116.07,110.07,112.1,126.2,128.5,105.52,109.49,107.25,107.98,109.77,117.5,116.45,96.9,97.1,98.86,102.41,93.39,96.3,88.42,66.5,68.96,43.75,30.22,30.01,26.94,21.74,19.98,27.98,29.36,27.82,28.18,27.45,23.52,22.01,29.28,31.4,32.01,31.82,30.13,23.95,24.69,35.09,33.63,32.58,34.86,32.34,26.44,22.93,29.18,39.05,39.76,38.47,37.36,29.09,29.27,42.64,41.16,43.01,43.09,38.66,30.39,32.52,45.69,64.39,57.63,51.09,38.31,42.9,40.26,53.28,57.65,60.59,59.77,46.52,47.89,57.82,,,89.74,89.99,97.28,89.86,90.59,102.88,111.33,116.65,111.39,109.93,92.37,106.82,117.53,116.93,121.85,123.38,128.82,121.53
sub-region,Aysén del General Carlos Ibáñez del Campo Region,driving,Región Aysén del General Carlos Ibáñez del Campo|Región de Aysén|Aysén Region,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
