geo_type,region,transportation_type,alternative_name,sub-region,country,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020
country/region,Albania,driving,,,,100,95.3,101.43,97.2,103.55,112.67,104.83,94.39,94.07,93.51,92.94,102.13,102.38,101.41,94.62,89.12,90.17,90.21,97.71,102.5,108.92,92.82,91.48,93.99,96.72,102.46,103.29,107.83,87.99,94.18,94.62,99.7,139.3,123.9,129.41,102.24,88.09,88.17,94.48,100.62,111.02,113.5,86.95,83.01,85.44,82.73,89.7,95.48,100.43,89.25,91.02,89.72,94.87,102.82,109.92,110.07,79.68,68.24,51.77,43.79,24.99,24.61,30.93,24.69,24.95,24.65,24.5,26.31,20.39,19.29,22.62,21.61,21.98,23.07,23.94,19.49,21.78,23.66,25.11,25.02,25.2,24.11,20.54,22.54,26.4,26.03,26.43,26.7,26.32,25.47,24.89,32.64,31.43,30.67,30,29.26,22.94,24.55,31.51,33.59,31.69,33.94,30.22,25.22,30.39,37.39,36.69,35.9,38.09,37.23,29.36,36,43.69,42.61,43.11,46.13,45.78,41.59,45.39,,,49.19,50.2,48.3,46.78,45.51,56.09,51.12,59.04,61.14,65.34,56.11,53.39,73.94,66.27,65.59,66.11,67.85,67.47
country/region,Albania,walking,,,,100,100.68,98.93,98.46,100.85,100.13,82.13,95.65,97.78,95.39,94.24,93.73,97.06,77.27,83.37,82.73,84.39,88.19,90.79,88.7,79.32,87.12,88.06,99.4,85.84,94.63,99.74,81.41,90.19,90.45,94.16,95.69,109.21,108.4,84.52,96.63,87.38,81.49,87.21,93.52,94.5,74.8,87.25,81.41,77.78,74.5,81.19,87.97,78.42,94.88,95.65,91.13,94.46,103.8,92.92,82.47,87.25,63.37,46.7,37.87,31.43,37.78,37.44,35.95,30.87,33.56,36.84,32.62,27.12,22.64,25.93,25.88,25.42,23.03,28.27,24.69,20.26,22.9,25.93,23.5,26.65,27.76,24.9,23.92,31.13,25.8,29.81,28.96,27.29,27.63,29.59,35.52,38.08,35.48,39.15,34.58,27.76,27.93,36.72,34.46,35.39,34.8,34.63,29,35.22,41.83,37.53,41.49,38.25,38.68,32.28,43.41,49.59,46.44,52.84,52.37,48.1,44.86,68.87,,,61.79,56.46,54.41,48.36,45.2,67.46,63.2,66.57,67.97,68.49,48.02,42.56,74.97,70.66,65.67,67.16,69.89,56.67
country/region,Argentina,driving,,,,100,97.07,102.45,111.21,118.45,124.01,95.44,95.13,95.42,97.66,99.42,113.34,118.23,91.31,93.37,91.12,92.35,96.74,111.24,123.96,89.01,91.66,89.18,94.49,95.98,111.12,121.53,89.23,96.42,96.97,101.68,104.9,122.91,127.62,88.2,92.28,98.15,98.96,104.71,132.57,141.76,108.21,107.92,99.51,96.38,97.96,116.77,117.72,81.13,86.76,88.9,92.74,97.45,118.32,122.78,80.36,89.28,89.29,82.73,86.67,98.75,84.77,47.7,53.57,45.44,43.21,43.9,16.77,12.54,8.74,10.08,10.76,14.86,14.58,15.45,13.34,9.92,14.59,12.65,15.79,16.48,17.15,15.13,11.53,17.24,18.55,19.95,19.8,16.8,19.4,12.89,21.1,22.29,23.55,24.4,27.17,23.19,14.54,26.67,27.25,27.61,28.73,30.99,25.92,16.57,27.45,27.12,32.22,34.45,22.69,28.23,16.44,32.01,33.63,35.13,35.56,40.25,33.82,19.82,,,38.87,41.01,44.34,38.29,22.01,40.01,41.34,41.53,41.52,47.52,41.34,23.81,28.11,40.86,42.91,43.77,48.26,40.39
country/region,Argentina,walking,,,,100,95.11,101.37,112.67,116.72,114.14,84.54,101.37,106.12,104.91,102.56,104.88,98.83,73.64,94.27,93.86,92.2,96,98.99,97.42,67.21,95.18,96.25,100.39,99.1,105,106.45,73.12,104.2,105.87,111.47,113.2,128.75,103.47,69.12,93.42,111.49,107.02,111.36,124.13,120.44,100.5,96.6,82.59,107.79,110.62,124.18,108.49,68.5,101.01,104.39,108.23,113.92,126.7,112.81,70.94,109.38,109.62,83.06,106.85,104.31,70.31,43.64,51.55,35.57,31.96,29.97,11.75,9.11,6.96,8.36,8.05,10.92,10.53,11.3,10.73,7.77,11.37,9.79,11.78,11.23,12.44,10.97,9.12,11.85,13.49,15.51,14.65,13.58,15.75,10.45,16.35,16.66,17.42,18.18,18.8,17.03,10.59,18.44,19.01,18.47,20.39,22.32,23.31,16.36,18.48,17.49,22.78,24.8,16.62,20.61,12.44,21.35,22.63,23.84,23.84,30.63,24.84,15.58,,,28.33,28.44,31.63,28.81,18.49,30.79,30.37,28.85,29.04,31.99,31.4,16.83,21.37,30.85,33.27,32.63,34.67,28.7
country/region,Australia,driving,AU,,,100,102.98,104.21,108.63,109.08,89,99.35,103.53,106.8,107.4,115.65,109.66,88.59,85.18,95.91,99.4,99.92,103.04,103.73,85.73,93.39,95.83,98.63,102.4,107.46,106.55,86.33,98.78,100.08,103.28,106.19,116.62,115.36,93.51,98.27,101.79,105.38,107.29,113.37,118.25,97.6,97.5,102.7,104.46,106.23,113.6,117.64,98.24,97.35,99.14,101.63,106.02,113.97,113.49,93.23,91.21,96.44,99.94,100.79,102.79,98.75,78.16,81.59,80.52,78.87,79.24,83.55,78.17,60.74,66.41,62.49,60.19,57.96,59.9,48.25,36.69,51.18,51.92,52.04,51.54,54.23,41.58,33.34,51.75,53.17,55.01,59.24,33.19,36,26.95,31.72,53.14,55.91,56.56,58.77,47.51,36.9,53.34,56.93,58.06,59.69,62.87,47.84,41.89,55.39,59.09,59.46,59.46,63.12,58.4,48.67,58.18,62.51,64.04,66.19,71.34,67.64,50.96,63.56,,,71.12,77.24,79.75,65.88,72.17,73.58,75.83,76.35,81.42,82.51,65.78,74.12,77.1,79.92,82.65,88.37,92.7,73.04
country/region,Australia,transit,AU,,,100,101.78,100.64,99.58,98.34,86.97,99.87,107.29,109.13,107.03,106.64,100.19,90.61,81.83,101.78,104.81,103.03,101.91,97.77,87.49,98.72,99.03,102.4,100.27,100.82,102.46,84.1,100.46,105.77,105.48,106.71,113.2,111.33,98.78,109.3,111.03,115.59,114.53,116.25,120.68,104.35,115.32,119.81,118.98,115.46,119.34,122.09,107.23,113.58,115.04,112.26,111.17,113.82,112.67,98.27,97.56,105.15,107.82,106.36,101.22,88.82,70.96,76.49,70.68,65.78,62.19,61.79,57.33,43.75,40.71,33.94,30.31,26.9,26.44,23.77,19.57,23.53,22.58,21.67,21.05,21.25,18.75,16.62,21.76,21.2,20.73,21.28,16.63,16.78,13.94,16.51,21.67,21.58,21.98,21.84,20.13,17.64,21.93,22.41,22.71,22.49,23.78,20.96,19.06,22.74,23.8,23.76,22.35,23.58,23.52,21.41,25.1,25.56,26.55,26.43,28.37,27.93,23.76,28.5,,,29.89,31.44,33.85,29.61,32.92,33.36,34.04,33.11,35,36.56,31.04,36.09,37.03,38.29,38.73,40.04,42.98,35.88
country/region,Australia,walking,AU,,,100,101.31,101.82,104.52,113.73,100.24,98.57,104.38,108.51,103.88,112.4,117.27,103.02,87.4,96.18,100.57,100.25,100.73,108.69,96.55,92.71,95.77,99.1,97.65,97.97,112.07,88.84,93.13,100.34,101.59,104.56,116.84,129.56,110.5,103.76,102.99,107.3,112.78,116.31,133.9,113.52,103.12,106,109.06,109.52,116.49,135.14,126.02,100.94,101.73,101.17,97.93,111.79,126.09,108.98,89.81,96.18,100.4,100.94,102.38,103.92,84.71,75.67,71.19,68.72,66.9,68.29,72.02,54.18,50.99,46.97,45.55,43.82,45.57,41.88,32.84,40.93,42.68,41.98,39.17,42.38,35.83,31.11,42.02,42.71,43.05,47.21,34.06,35.99,31.33,37.05,45.74,47.1,46.3,47.84,45.82,38.71,43.3,47.28,47.66,47.17,51.03,46.68,39.3,45.09,46.07,44.06,41.71,44.69,46.44,42.74,44.28,48.16,48.55,48.99,53.98,53.94,42.87,48.27,,,50.66,54.93,63.26,54.18,53.06,54.45,54.75,52.71,56.25,62.29,49.48,52.74,54.77,56.85,59.12,60.71,73.11,57.03
country/region,Austria,driving,Österreich,,,100,101.14,104.24,112.21,117.23,117.22,105.17,100.7,102.67,104.33,107.89,123.67,119.39,105.55,104.42,106.42,106.1,108.47,125.62,134.87,109.33,109.04,107.88,110.15,107.4,127.94,146.79,116.74,109.94,112.72,113.59,116.37,145.47,158.95,120.22,113.56,113.49,117.98,117.11,142.35,156.99,114.15,111.17,109,108.98,113.71,138.1,130.25,106.13,103.21,104.24,111.11,111.25,123.46,121.17,109.52,102.15,98.85,92.94,86.76,86.98,64.33,49.07,40.52,37.03,37.41,36.14,34.41,24.83,27.11,33.29,33.44,33.69,34.36,35.61,32.88,32.93,35.85,38.57,39.62,40.34,38.34,33.05,39.2,44.15,46.62,47.85,48.81,45.09,36.78,35.06,42.33,51.14,53.88,56.02,54.07,45.63,45.82,58.87,59.22,60.21,60.76,57.52,50.31,57.18,60.96,62.63,62.29,64.44,61.2,62.46,66.38,74.19,74.04,78.21,80.89,83.51,71.17,69.52,,,82.07,81.45,82.33,77.45,84.79,91.52,92.97,98.43,94.3,95.35,79.58,86.13,90.85,94.31,97.31,98.09,107.06,95.49
country/region,Austria,walking,Österreich,,,100,101.55,105.59,112.24,123.36,131.05,89.93,100.6,103.3,105.28,110.89,132.87,136.57,92.99,105.8,105.38,107.8,113.19,132.21,148.15,101.66,106.52,106.85,105.75,106.66,126.55,142.55,103.86,110.43,114.55,114.2,123.11,148.29,165.31,113.75,125.35,127.47,125.25,132.26,142.4,166.41,114.7,125.95,125.66,115.47,122.28,129.96,134.42,98.99,111.8,110.27,112.82,120.92,133.87,136.39,97.8,104.56,98.53,93.87,89.3,68.36,55.3,36.38,28.86,25.53,31.77,32.53,32.38,18.54,20.63,23.85,25.22,23.88,25.66,31.85,35.26,27.22,25.06,28.08,31.19,32.78,31.95,31.59,39.51,36.79,39.81,40.71,41.69,40.48,38.8,39.48,33.92,35.47,41.26,45.58,45.03,43.04,32.29,44.2,44.93,47.59,48.07,44.41,43.01,48.66,44.67,47.74,40.06,46.55,46.62,49.18,46.38,54.51,53.07,56.95,61.4,63.62,55.41,45.27,,,56.28,55.44,54.72,59.94,60.89,71.56,71.7,71.21,68.8,76.04,56.69,52.92,62.19,66.45,75.84,67.17,77.68,75.37
country/region,Belgium,driving,België|Belgique,,,100,101.19,107.49,107.67,117.38,119.32,102.68,103.67,107.83,110,108.65,116.76,120.76,104.16,105.12,106.85,111.21,112.96,127.96,122.89,104.88,106.02,109.17,111.05,111.1,123.19,129.25,97.76,109.52,111.55,115.6,118.19,131.29,135.91,110.6,115.29,120.26,121.9,123.29,133.24,123.59,105.29,116.44,116.56,118.01,117.4,125.62,119.54,103.95,107.71,108.25,115.66,118.33,127.52,129.93,107.09,108.15,105.81,105.97,87.63,81.16,63.44,56.86,60.42,56.34,44.1,38.45,36.98,32.06,32.36,36.3,38.73,38.62,39.03,40.38,35.25,29.76,37.08,39,40.52,39.51,41.05,38.02,38.44,43.29,46.58,48.56,49.18,51.57,47.49,37.88,37.2,46.52,49.42,51.74,50.94,41.76,44.35,50.04,51.51,54.36,54.25,52.29,49.02,49.02,52.77,51.69,54.59,54.06,48.03,50.82,54.76,61.76,64.06,66.62,68.02,70.58,71.02,63.67,,,78.93,80.15,82.62,76.8,75.06,85.65,89.42,90.23,81.12,90.63,84.03,80.06,93.93,95.87,98.57,98.64,103.37,93.69
country/region,Belgium,transit,België|Belgique,,,100,98.67,105.01,105.87,113.55,110.73,100.53,105.62,110.39,114.35,111.03,116.9,116.25,106.64,113.29,115.8,117.19,118.26,126.13,122.24,115.06,119.32,117.23,121.7,121.67,134.02,134.78,119.52,132.55,130.72,130.33,131.96,139.68,142.1,123.14,134.04,139.53,141.82,138.11,137.78,126.99,118.46,136.73,135.58,136.45,137.36,133.34,114.62,108.56,120.18,123.09,127.58,132.54,138.6,134.85,114.29,118.1,112.37,115.74,91.05,71.94,52.67,46.28,44.63,37.76,27.77,23,21.03,21.05,21.57,22.47,22.29,21.31,21.7,22.19,21.64,18.76,21.45,21.28,20.24,19.84,21.43,23.19,25.02,23.97,25.85,26.39,26.7,26.55,27.17,26.24,23.95,26.06,27.54,26.97,26.15,22.72,26.48,26.57,26.91,27.99,27.93,26.32,28.81,29.93,28.2,25.95,26.25,28.09,27.73,27.1,33.19,32.5,32.93,35.82,36.1,35.53,35.21,35.31,,,42.2,43.37,40.9,41.03,46.06,52.08,50.94,49.39,47.07,47.46,46.17,47.36,54.74,54.93,55.41,54.72,54.77,52.75
country/region,Belgium,walking,België|Belgique,,,100,101.46,110.44,118.86,139.1,174.99,111.72,105.08,113.37,119.64,118.63,141.59,174.68,119.37,115.72,119.7,127.83,132.95,160.33,178.82,118.45,118.08,117.56,131.86,137.37,166.1,195.81,107.52,125.29,136.11,141.76,144.84,195.2,235.37,135.03,146.08,156.85,160.02,163.25,168.21,189.77,125.25,145.88,155.27,147.4,144.5,159.23,169.08,113.57,112.05,129.9,137.21,136.47,162.68,209.67,115.49,118.11,116.42,119.12,108.4,91.05,68.37,59.68,55.93,55.2,49.46,41.63,35.99,47.51,53.95,44.24,46.66,48.17,48.13,51.28,56.67,34.5,39.4,45.78,47.55,41.01,46.98,62.98,71.96,53.38,64.11,66.82,66.84,73.06,87.01,73.26,51.46,53.49,65.45,70.6,68.34,53.51,72.05,59.11,61.02,66.65,67.61,65.62,76.05,83.69,60.73,42.77,50.36,51.45,51.8,60.18,74.43,61.5,64.98,71.65,73.34,76.81,92.44,58.24,,,71.3,73.78,79.51,85.02,85.14,80.88,86.21,91.32,90.34,85.3,86.66,73.35,83.01,89.03,91.35,89.95,93.75,99.06
country/region,Brazil,driving,Brasil,,,100,99.71,100.9,101.88,113.69,114.38,91.06,97.54,98.14,97.91,98.51,109.53,111.8,88.93,92.86,95.19,94.85,96.31,109.54,109.56,83.8,92.5,92.97,93.75,96.35,114.55,117.52,86.93,99.25,95.71,98.43,98.92,115.44,123.46,92.31,95.54,99.59,102.06,109.38,141.63,140.3,103.13,102.5,99.46,92.81,91.16,101.9,107.46,77.97,88.51,90.22,92.18,95.49,110.82,118.71,82.64,90.32,92.92,92.58,89.66,103.57,106.68,71.69,70.59,64.88,58.47,52.15,51.7,39.66,27.58,34.89,34.84,35.26,37.57,42.94,41.63,30.76,40.12,41.85,44.28,45.51,50.52,50.88,35.1,45.53,48.59,51.93,58.89,44.88,58.22,36.49,46.79,47.91,49.89,50.47,56.91,56.26,38.14,51.62,45.15,53.67,55.04,59.39,59.43,40.2,51.35,54.57,56.02,64.63,55.37,58.58,42.66,55.5,59.15,61.8,60.7,70.72,73.36,45.9,,,58.19,60.38,68.01,67.84,45.5,58.06,61.72,63.57,64.83,72.87,68.88,46.09,58.72,63.43,64.7,67.12,77.24,78.36
country/region,Brazil,transit,Brasil,,,100,102.45,104.28,100.2,97.06,81.01,69.05,100.37,109.18,106.12,102.51,99.99,81.78,70.41,105.37,110.46,108.95,103.38,105.23,84.27,71.2,111.64,113.05,111.42,111.11,116.13,95.44,74.79,120.83,116.59,118.28,113.61,117.96,109.7,92.39,119.12,123.99,121.93,114.4,113.62,96.45,79.83,81.57,78.26,84.99,100.15,104.61,89.78,70.02,111.78,114.5,112.99,113.33,112,93.39,68.94,112.46,117.22,113.69,105.24,99.22,75.46,54.78,71.52,57.15,45.94,36.65,29.95,19.51,17.04,20.74,18.78,19.11,20.33,21.26,18.17,16.61,22.27,22.91,23.23,21.81,21.89,19.08,17.13,24.12,23.47,23.39,23.16,18.19,19.19,15.71,24.36,23.03,23.5,23.4,22.2,19.51,17,22.93,19.84,25.37,24.45,24.37,21.21,18.21,25.24,25.3,25.43,24.75,19.59,20.12,18.01,26.74,27.68,26.87,25.08,24.67,21.61,17.32,,,26.9,26.19,26.84,21.93,17.97,25.94,26.36,24.97,25.05,25.97,21.65,18.33,24.54,28.63,28.46,28.67,28.29,24.25
country/region,Brazil,walking,Brasil,,,100,106.3,104.75,99.05,104.13,101.18,69.84,97.33,105.36,102.28,95.88,104.74,101.07,69.38,98.41,102.94,101.02,100.51,110.22,95.63,65.06,97.15,104.11,103.31,104.21,120.32,114.78,70.93,101.06,106.71,110.43,113.33,126.08,135.5,97.46,109.05,115.3,116.07,121.05,137.47,171.31,153.25,137.77,114.5,82.66,99.98,109.09,106.38,67.92,100.58,107.55,109.92,112.18,122.93,117.49,70.22,106.53,110.43,111.88,105.51,110.67,99.18,58.05,76.8,65.54,54.89,45.14,40.48,29.89,20.98,27.37,27.11,27.96,28.91,32.21,31.1,22.26,31.21,33.58,35.29,35.66,38.21,36.27,25.8,36.09,38.32,40.39,45.27,32.17,42.94,25.18,37.69,37.98,39.29,39.36,42.1,39.17,26.98,39.71,32.11,43.53,44,45,42.06,27.92,40.94,43.22,44.22,48.58,37.63,40.89,28.94,44.27,47.54,48.29,46.56,53.45,53.02,31.95,,,47.06,48.12,51.8,48.88,32.32,48.45,50.96,51.86,52.03,54.51,48.99,31.44,46.25,52.17,52.95,54.48,59.65,55.53
country/region,Bulgaria,driving,България,,,100,102.56,104.73,104.35,114.79,118.01,105.42,100.78,99.44,103.52,106.11,118.01,123.61,112.36,102.6,102.95,107.2,105.02,118.7,122.25,113.09,102.09,104.35,111.79,97.18,111.27,113.83,110.75,102.03,102.69,108.41,108.77,134.88,129.46,123.85,104.85,107.76,114.6,120.04,126.35,132.23,119.83,101.6,103.94,106.47,103.06,121.15,113.93,101.15,101.83,111.62,98.99,100.55,112.56,113.53,96.33,90.09,85.71,82.45,74.9,74.46,56.39,45.54,45.27,44.11,41.94,39.19,41.18,29.8,25.56,28.09,28.26,28.64,30.36,30.65,26.64,26.03,31.88,32.46,30.42,31.36,33.57,28.45,27.96,35.76,37.22,36.73,39.01,40.24,36.59,32.36,40.59,40.55,41.32,43.73,33.27,28.31,27.52,32.58,37.19,39.51,41.93,42.84,41.18,36.21,44.7,47.96,46.28,49.24,46.78,41.67,40.29,48.98,50.45,50.41,58.29,68.36,76.77,72.22,,,67.64,70.71,82,85.4,82.61,71.06,75.53,74.28,76.18,90.97,92.91,80.79,82.25,76.15,74.44,74.23,83.4,84.85
country/region,Bulgaria,walking,България,,,100,101.9,99.61,100.06,117.97,128.66,99.64,105.3,98.6,104.38,109.35,135.78,144.71,112.89,108.51,110.44,114.54,113.45,132.49,149.6,110.72,113.09,113.9,97.24,100.2,118.28,127.6,104.3,110.33,105.3,112.73,125.87,158.5,150.96,126.15,124.09,124.06,126.79,120.35,141.22,150.27,116.38,112.7,116.58,129,112.06,117.39,130.03,100.06,109.52,109.41,107.28,106.61,130.98,130.53,92.8,89.7,89.06,90.51,93.22,89.76,52.27,30.53,41.08,33.04,33.02,31.87,35.5,27.04,19.15,23.95,23.97,25.17,24.09,25.34,25.2,22.63,30.34,26.9,23.67,29.5,31.4,23.97,20.88,33.13,38.77,37.96,37.29,40.69,35.5,31.65,43.87,37.87,38.12,41.56,37.06,29.05,22.38,26.1,32.51,39.27,43.87,40.44,41.08,30.39,44.21,46.5,44.04,50.01,42.92,41.56,30.17,42.06,52.89,38.12,55.65,61.74,71.5,56.21,,,70.14,68.85,77.06,72.03,69.3,73.04,77.09,72.98,69.66,81.16,77.59,55.99,64.69,71.06,73.43,72.09,73.21,75.69
country/region,Cambodia,driving,ព្រះរាជាណាចក្រកម្ពុជា,,,100,100.75,99.33,96,98.78,103.64,99.16,97.65,96.87,95.13,81.87,86.56,94.24,93.33,90.41,92.44,91.72,89.73,96.11,103.22,91.61,88.75,91.67,90.77,91.23,100.48,103.82,91.43,90.71,91.53,92.78,98.96,107.46,97.93,89.71,89.75,89.44,88.2,91.65,98.62,97.68,88.91,85.88,85.51,85.04,74.09,76.42,78.2,71.41,70.89,71.91,69.82,69.35,72.68,72.28,67.53,63.06,63.34,56.33,48.49,49.14,45.88,42.68,39.81,34.71,33.31,33.16,33.23,32.71,31.25,30.71,27.84,29.27,28.76,28.59,28.92,29.03,29.47,29.56,29.22,28.82,29.71,29.66,30.57,30.83,28.91,29.96,26.31,27.3,26.96,24.13,24.08,25.14,25.29,28.68,30.84,31.03,32,31.94,32.07,31.81,32.56,33.82,33.73,32.61,34.69,33.18,33.48,38.62,35.93,34.23,35.34,36.14,36.92,34.84,35.6,41.44,40.96,38.97,,,41.6,42.46,48,47.72,44.01,42.79,41.67,44.31,45.22,45.4,47.37,44.63,45.1,43.18,45.92,43.41,50.94,52.6
country/region,Cambodia,walking,ព្រះរាជាណាចក្រកម្ពុជា,,,100,98.06,99.7,98,106.81,106.84,106.98,102.84,100.7,103.34,100.77,102.84,111.88,105.81,104.47,97.56,101.44,93.49,102.2,109.25,96.36,98.63,94.46,95.93,91.56,98.6,106.78,88.38,91.62,94.23,92.06,91.79,95.33,99.77,91.39,94.39,92.79,96.33,95.99,95.73,96.73,92.79,87.32,87.78,89.02,81.51,88.15,95.36,84.35,86.82,83.31,85.81,83.74,86.25,92.46,79.77,83.51,79.11,75.87,73.87,75.4,74.57,67.12,69.86,60.98,62.35,59.25,60.71,66.15,62.12,56.11,53.47,55.54,54.67,55.44,50.2,56.07,53.97,55.57,56.94,53.6,55.87,54.11,55.17,58.01,50.03,55.31,52.3,58.85,46.3,47.6,43.52,45.49,43.09,44.69,57.64,52.5,55.84,53.47,60.45,58.14,53.91,57.08,53.64,56.38,60.75,48.33,52.77,62.25,59.28,52.1,52.14,57.38,61.38,55.47,61.48,62.58,67.49,60.31,,,65.92,65.92,75.93,71.33,70.29,65.89,66.05,63.65,65.55,68.62,65.89,68.42,67.42,69.86,63.15,63.15,71.53,76.7
country/region,Canada,driving,,,,100,102.91,99.74,105.17,122.34,102.5,84.46,102.63,104.31,107.37,110.29,127.88,116.84,88.06,98.11,102.75,104.73,109,129.2,119.47,88.42,97.41,100.25,103.6,105.72,120.32,118.1,92.45,104.41,107.15,108.19,115.97,140.55,125.71,103.84,95.14,111.82,113.99,119.01,136.41,128.05,98.89,102.34,107.2,104.04,105.22,131.32,125.25,96.88,105.19,110.89,112.29,117.74,128.31,119.48,95.1,102.06,103.97,103.94,100.22,101.24,87.16,68.17,74.1,67.21,63.91,62.16,63.93,53.45,41.73,49.42,48.66,47.57,46.94,52.63,43.08,36.69,45.01,47.15,48.1,47.17,51.71,44.5,36.1,47.06,48.1,50.81,56.31,45.48,47.79,35.19,44.73,52.28,54.67,56.14,61.27,54.89,45.1,58.27,57.54,59.5,62.07,69.4,61.33,49.16,62.59,64.78,66.72,68.45,78.5,68.25,58.95,69.42,74.34,76.92,76.86,84.86,76.51,62.35,,,84.23,85.65,97.27,88.47,72.89,74.31,92.23,97.8,98.06,109.68,99.15,84.03,98.93,101.72,104.91,104.34,115.01,104.54
country/region,Canada,transit,,,,100,100.03,98.01,101.01,105.42,89.65,75.87,98.64,99,100.79,101.45,108.86,91.47,75.15,93.28,95.88,94.14,97.63,104.6,93.75,75.71,93.13,94.86,94.09,96.3,103.76,95.66,78.4,95.79,96.84,96.69,102.9,108.95,92.72,79.97,80.63,97.64,98.13,100.38,110.64,96.4,78.72,93.45,94.4,91.96,94.2,105.38,99.36,79.62,95.54,98.09,100.52,103.64,103.96,94.06,78.53,92.55,91.11,89.78,83.35,76.4,63.75,51.19,50,40.26,35.59,31.53,30.3,26.48,22.26,23.58,21.68,20.81,19.64,20.16,18.09,17.25,19.58,20.05,19.54,18.77,18.88,17.33,16.32,18.84,17.9,18.1,17.74,16.45,16.78,14.93,18.09,18.73,18.73,18.31,18.64,18.19,16.95,20.48,18.99,19.29,19.49,20.44,19.56,18.08,21.78,21.66,21.3,21.97,23.68,22.42,22.67,25.08,25.29,25.24,24.37,25.12,23.18,21.5,,,26.02,24.99,26.34,25.97,23.82,26.21,30.01,30.24,30.23,31.66,30.71,29.21,33.13,34.04,34.27,32.82,34.46,33.01
country/region,Canada,walking,,,,100,106.29,106.65,108.64,127.43,122.55,90.42,104.92,108.92,112.57,118.17,139.85,136.71,93.37,105.36,111.79,110.13,115.16,138.49,140.12,91.16,102.67,105.91,107.29,108.17,128.56,139.77,93.6,106.26,111.39,112.79,120.1,152.97,152.65,125.23,99.59,114.61,119.86,127.3,152.97,155.76,103.86,109.77,111.42,106.92,107.07,135.19,146.34,102.32,109.77,117.97,123.88,131.76,142.64,147,108.48,113.56,108.1,110.67,106.32,104.32,103,73.82,75.7,65.68,62.44,60.16,59.11,53.11,43.54,45.64,48.44,49.21,46.46,53.57,43.07,38.38,42.36,47.84,49,47.09,48.68,48.35,39.89,51.48,50.34,53.06,52.77,45.36,48.43,40.6,41.76,50.75,50.9,53.45,56.42,56.27,44.6,58.6,51.99,53.94,57.59,63.55,63.76,47.31,61.18,62.65,63.49,62.18,74.84,69.67,65.53,65.69,72.58,75.32,72.43,75.74,68.96,58.27,,,81.49,79.21,86.56,88.81,75.55,75.29,90.98,98.09,97.15,105.96,101.32,86.58,96.9,101.36,102.05,96.86,106.07,100.45
country/region,Chile,driving,,,,100,99.01,102.57,106.47,124.69,120.83,97.12,102.53,101.57,102.41,107.31,124.15,118.81,99.66,107.13,102.57,101.5,106.61,131.48,129.34,102.43,112.31,109.69,113.49,117.69,139.24,135.2,111.81,122.24,115.22,116.03,123.72,147.07,133.92,109.45,121.37,114.62,116.11,118.84,136.88,128.4,101.01,107.67,106.95,105.08,111.11,131.65,123.39,84.09,95.14,94.83,95.54,95.79,114.72,111.25,68.99,88.41,95.9,93.92,91.16,109.18,100.69,58.2,60.99,51.77,45.09,39.39,39.39,28.94,19.38,30.37,32.12,31.74,37.77,28.19,23.85,18.98,27.89,29.93,30.84,31.75,32.62,28.03,22.3,32,34.63,35.2,36.45,25.1,26.52,20.39,36.29,36.02,37.14,36.81,42.7,35.36,26.29,39.9,41.09,42.97,43.45,46.93,39.87,28.84,40.8,42.77,45.98,51.9,35.45,41,30.36,49.16,53.21,51.7,49.48,58.37,50.39,42.43,,,42.59,45.71,52.59,32.11,24.15,34.24,34.55,37.39,29.2,40.81,34.36,26.08,38.91,39.76,39.11,39.39,44.36,40.62
